Date,Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,UncaughtThirdStrike,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Timestamp,Memo,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
2025/10/4,2,表,1,2,0,-,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,,,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,1,2,0,-,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,,,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,1,2,0,-,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,スライダー,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,2,2,0,-,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,3,外角,インプレー,1,1,1,1,1,,-,単打,,右翼手,0,0,0,0,V3
2025/10/4,2,表,0,0,0,-,-,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,0,1,0,-,-,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,6,,インプレー,1,1,0,0,1,,-,犠打,ゴロ,三塁手,1,0,0,0,
2025/10/4,2,表,0,0,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,1,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,0,1,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,1,1,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,3,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,1,2,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,フォーク,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,2,2,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,3,2,1,-,○,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,チェンジアップ,,2,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,二塁手,1,0,0,0,T4
2025/10/4,2,表,0,0,2,-,○,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,,,,内角,牽制,0,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,0,0,2,-,○,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,スライダー,,14,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,表,0,1,2,-,○,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,表,1,1,2,-,○,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,6,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,右翼手,1,0,0,0,T5
2025/10/4,2,裏,0,0,0,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,スライダー,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,0,0,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,1,0,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,1,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,中堅手,1,0,0,0,L6
2025/10/4,2,裏,0,0,1,-,-,-,與 賢史朗,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,0,1,-,-,-,與 賢史朗,北陸大学,右,細川叶人,福井工業大学,右,カーブ,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,0,1,-,-,-,與 賢史朗,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,1,1,-,-,-,與 賢史朗,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,3,1,1,-,-,-,與 賢史朗,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,9,外角,インプレー,1,1,1,1,1,,-,単打,フライ,左翼手,0,0,0,0,H4
2025/10/4,2,裏,0,0,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,1,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,カーブ,,7,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,8,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,11,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,,,,外角,牽制,0,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,13,,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,カーブ,,3,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,,,,外角,牽制,0,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,2,1,○,-,-,與 賢史朗,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,13,,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
2025/10/4,2,裏,0,0,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,チェンジアップ,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,1,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,1,1,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,カーブ,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,1,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,5,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,2,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,5,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,2,2,2,○,-,-,與 賢史朗,北陸大学,右,山田久敬,福井工業大学,左,スライダー,,6,真ん中,インプレー,1,1,1,1,1,,-,単打,フライ,中堅手,0,0,0,0,O4
2025/10/4,2,裏,0,0,2,○,○,-,與 賢史朗,北陸大学,右,辻本匡登,福井工業大学,右,,,,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,1,2,○,○,-,與 賢史朗,北陸大学,右,辻本匡登,福井工業大学,右,ストレート,,3,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,2,裏,0,2,2,○,○,-,與 賢史朗,北陸大学,右,辻本匡登,福井工業大学,右,カーブ,,14,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
2025/10/4,3,表,0,0,0,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,0,0,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,2,0,0,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,4,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,三塁手,1,0,0,0,B4
2025/10/4,3,表,0,0,1,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,3,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,0,1,1,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,チェンジアップ,,9,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,投手,1,0,0,0,M2
2025/10/4,3,表,0,0,2,-,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,0,2,-,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,カーブ,,,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,2,0,2,-,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,5,真ん中,インプレー,1,1,1,1,1,,-,単打,ゴロ,遊撃手,0,0,0,0,G3
2025/10/4,3,表,0,0,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,カーブ,,6,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,表,0,1,2,○,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,1,2,○,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,スライダー,,7,外角,インプレー,1,1,1,1,1,,-,単打,フライ,左翼手,0,0,0,0,C4
2025/10/4,3,表,0,0,2,○,-,○,藤川泰斗,福井工業大学,左,沢出絃徳,北陸大学,左,ストレート,,4,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,表,0,1,2,○,-,○,藤川泰斗,福井工業大学,左,沢出絃徳,北陸大学,左,スライダー,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,1,2,○,-,○,藤川泰斗,福井工業大学,左,沢出絃徳,北陸大学,左,ストレート,,12,真ん中,死球,1,1,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,0,0,2,○,○,○,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,0,2,○,○,○,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,2,0,2,○,○,○,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,2,外角,インプレー,1,1,1,1,1,,-,二塁打,フライ,中堅手,0,3,3,0,R6
2025/10/4,3,表,0,0,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,スライダー,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,0,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,2,0,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,スライダー,,7,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,2,1,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,2,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,表,2,2,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,3,2,2,-,-,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,6,,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,表,3,2,2,-,○,○,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,,外角,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
2025/10/4,3,表,0,0,2,○,-,○,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,チェンジアップ,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,0,1,2,○,-,○,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,表,1,1,2,○,-,○,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,5,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,表,1,2,2,○,-,○,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,9,外角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,3,
2025/10/4,3,裏,0,0,0,-,-,-,與 賢史朗,北陸大学,右,小倉隆貴,福井工業大学,左,ストレート,,11,,インプレー,1,1,1,0,1,,-,アウト,フライ,遊撃手,1,0,0,0,B4
2025/10/4,3,裏,0,0,1,-,-,-,與 賢史朗,北陸大学,右,伊藤航太,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,1,0,1,-,-,-,與 賢史朗,北陸大学,右,伊藤航太,福井工業大学,左,,,14,,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,2,0,1,-,-,-,與 賢史朗,北陸大学,右,伊藤航太,福井工業大学,左,カットボール,,2,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,2,1,1,-,-,-,與 賢史朗,北陸大学,右,伊藤航太,福井工業大学,左,ストレート,,,,インプレー,1,1,1,0,1,,-,アウト,フライ,右翼手,1,0,0,0,T7
2025/10/4,3,裏,0,0,2,-,-,-,與 賢史朗,北陸大学,右,久保誓真,福井工業大学,右,カーブ,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,0,1,2,-,-,-,與 賢史朗,北陸大学,右,久保誓真,福井工業大学,右,カーブ,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,1,1,2,-,-,-,與 賢史朗,北陸大学,右,久保誓真,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,2,1,2,-,-,-,與 賢史朗,北陸大学,右,久保誓真,福井工業大学,右,ストレート,,6,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,Y3
2025/10/4,4,表,0,0,0,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,カーブ,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,0,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,フォーク,,14,,インプレー,1,1,1,0,1,,-,アウト,ゴロ,三塁手,1,0,0,0,E2
2025/10/4,4,表,0,0,1,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,1,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,7,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,0,2,1,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,1,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,チェンジアップ,,7,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,1,-,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,7,外角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
2025/10/4,4,表,0,0,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,7,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,11,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,1,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,スライダー,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,2,1,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,3,1,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,13,内角,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
2025/10/4,4,表,0,0,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,0,2,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,チェンジアップ,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,,,,内角,牽制,0,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,4,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,9,外角,インプレー,1,1,1,1,1,,-,本塁打,フライ,左翼手,0,2,2,0,H7
2025/10/4,4,表,0,0,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,チェンジアップ,,9,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,1,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,ストレート,,7,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,ストレート,,8,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,スライダー,,13,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,2,
2025/10/4,4,裏,0,0,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,0,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,4,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,1,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,2,1,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,スライダー,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,3,1,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,3,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,裏,3,2,0,-,-,-,與 賢史朗,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,1,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,Q3
2025/10/4,4,裏,0,0,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,0,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,1,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,1,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,カーブ,,9,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,2,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,カーブ,,6,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,2,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,2,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,裏,1,2,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,スライダー,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,裏,2,2,1,-,-,-,與 賢史朗,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,6,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
